LONGITUDE,LATITUDE,Date,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th
-121.8762462,37.25906315,2017-09-26T17:53:00.000Z,ALMADEN EX,CHERRY AV,1,0,2,ALMADEN EX & CHERRY AV,35,13450,54,7200,37.3,0,33.3
-121.8237654,37.32382383,2017-10-13T20:23:00.000Z,HURAN DR,TULLY RD,0,1,1,HURAN DR & TULLY RD,35,6000,15,6250,39.5,0,35
-121.8615784,37.41338975,2017-06-21T21:47:00.000Z,CROPLEY AV,GROSVENOR DR,0,1,0,CROPLEY AV & GROSVENOR DR,25,760,1,1050,29,0,26
-121.8523966,37.39728755,2017-10-17T07:01:00.000Z,MAUNA KEA LN,SIERRA RD,0,1,1,360' east of MAUNA KEA LN & SIERRA RD,35,2580,6,1100,38,0,32.5
-121.8623667,37.37014261,2017-10-12T15:59:00.000Z,EDUCATIONAL PARK DR,PINE HOLLOW CI,0,1,0,EDUCATIONAL PARK DR & PINE HOLLOW CI,30,4000,8,4800,32,0,28.5
-121.8677483,37.32475017,2017-10-14T01:10:00.000Z,ELEVENTH ST,KEYES ST,0,1,0,ELEVENTH ST & KEYES ST,30,14650,183,25700,34.3,0,30.5
-121.8071919,37.30306044,2017-10-14T17:24:00.000Z,COLT WY,SILVER CREEK RD,0,1,2,170' west of COLT WY & SILVER CREEK RD,30,3100,25,9700,32.5,0,28.5
-121.8317693,37.32829181,2017-10-02T14:03:00.000Z,CUNNINGHAM AV,KING RD,0,1,1,CUNNINGHAM AV & KING RD,35,3520,9,4100,38.5,0,35
-121.9114208,37.32350544,2017-09-07T18:53:00.000Z,RACE ST,SAN CARLOS ST,1,0,1,100' west of RACE ST & SAN CARLOS ST,25,2800,16,11400,29.7,0,26.7
-121.9566199,37.30155381,2017-09-15T08:27:00.000Z,ESSEX WY,PAYNE AV,0,1,1,ESSEX WY & PAYNE AV,30,2640,5,1700,31.5,0,28
-121.8267073,37.36696554,2017-09-15T06:46:00.000Z,ALUM ROCK AV,MANNING AV,0,1,1,ALUM ROCK AV & MANNING AV,35,3054,30,29000,41,0,36
-121.9053807,37.38220651,2017-09-11T22:56:00.000Z,BROKAW RD,NIMITZ FR,0,1,2,126' west of BROKAW RD & NIMITZ FR,30,2170,3,4400,33,0,30
-121.9198369,37.37178931,2017-09-21T00:19:00.000Z,AIRPORT PW,OLD BAYSHORE HW,0,1,1,145' west of AIRPORT PW & OLD BAYSHORE HW,35,2200,8,10400,38,0,33
-121.8893914,37.25963564,2017-09-15T20:25:00.000Z,BRANHAM LN,CAPAY DR,0,1,0,BRANHAM LN & CAPAY DR,30,5400,9,3850,34.5,0,31
-121.8101586,37.26026895,2017-09-19T21:06:00.000Z,CHYNOWETH AV,MONTEREY RD,0,1,1,830' south of CHYNOWETH AV & MONTEREY RD,30,950,2,4000,37,1,30
-121.8633553,37.36067521,2017-09-16T22:44:00.000Z,KING RD,SCHULTE DR,0,1,0,KING RD & SCHULTE DR,40,13100,281,29500,41.3,0,37.3
-121.8237688,37.28308452,2017-08-20T01:47:00.000Z,RUDD CT,SENTER RD,0,1,0,RUDD CT & SENTER RD,35,3100,20,6100,37,0,34
-121.8973246,37.30362059,2017-08-19T15:20:00.000Z,LINCOLN AV,MINNESOTA AV,0,1,1,232' north of LINCOLN AV & MINNESOTA AV,25,4800,11,850,28.5,0,24.5
-121.7659172,37.3223535,2017-08-15T21:24:00.000Z,MURILLO AV,ROSE TERRASSE ,0,1,0,MURILLO AV & ROSE TERRASSE ,35,2900,0,1150,39,0,35
-122.0322699,37.30607075,2017-08-23T11:09:00.000Z,DE ANZA BL,ROLLINGDELL DR,0,1,0,DE ANZA BL & ROLLINGDELL DR,35,5650,18,15700,40,0,36.5
-121.9766109,37.29078373,2017-08-23T22:49:00.000Z,LATIMER AV,SAN TOMAS RD,0,1,0,376' north of LATIMER AV & SAN TOMAS RD,35,5100,20,12900,38.7,0,34.7
-121.8175067,37.2514644,2017-08-26T01:52:00.000Z,BLOSSOM HILL RD,LEAN AV,0,1,0,155' east of BLOSSOM HILL RD & LEAN AV,35,2800,19,6450,38,0,34
-121.8306503,37.23879684,2017-11-12T20:27:00.000Z,SNELL AV,TUSCARORA DR,0,1,2,132' north of SNELL AV & TUSCARORA DR,40,5320,37,14250,42.5,0,38.5
-121.9485432,37.25786479,2017-09-18T20:28:00.000Z,BASCOM AV,WHITE OAKS AV,0,1,1,330' north of BASCOM AV & WHITE OAKS AV,30,4385,4,3650,33.5,0,29.5
-121.8363347,37.29646429,2017-08-14T07:55:00.000Z,INDEPENDENCE DR,SENTER RD,0,1,2,INDEPENDENCE DR & SENTER RD,40,15150,187,23450,42.8,0,38.5
-121.7951783,37.26338326,2017-08-19T19:11:00.000Z,BRODERICK DR,COYOTE RD,0,1,0,BRODERICK DR & COYOTE RD,35,9900,12,8700,37.5,0,34.5
-121.903936,37.31242082,2017-08-31T07:55:00.000Z,COE AV,LINCOLN AV,0,1,0,132' east of COE AV & LINCOLN AV,35,3600,73,21700,36.5,0,32.5
-121.9096591,37.25342615,2017-11-20T17:00:00.000Z,ROSS AV,ROSS CI,0,1,1,ROSS AV & ROSS CI,30,7500,36,8500,34.7,0,31
-121.7870587,37.32484443,2017-10-28T07:25:00.000Z,QUIMBY RD,REMINGTON WY,0,1,1,QUIMBY RD & REMINGTON WY,40,9000,27,15200,43.5,0,39
-121.9081169,37.3625615,2017-11-06T17:55:00.000Z,GISH RD,KERLEY DR,0,1,1,GISH RD & KERLEY DR,30,2300,13,10200,34,0,30.5
-121.9134142,37.3406466,2017-12-22T10:27:00.000Z,STOCKTON AV,TAYLOR ST,0,1,0,120' west of STOCKTON AV & TAYLOR ST,30,1900,4,4550,29,0,25
-121.8688352,37.32620044,2017-12-16T23:09:00.000Z,BESTOR ST,ELEVENTH ST,0,1,1,BESTOR ST & ELEVENTH ST,30,14650,183,25700,34.3,0,30.5
-121.9320464,37.3278105,2017-12-16T02:39:00.000Z,BASCOM AV,NAGLEE AV,0,1,0,75' north of BASCOM AV & NAGLEE AV,35,5040,19,11900,38,0,34.5
-121.8685433,37.27119458,2017-12-04T13:24:00.000Z,CLARKSTON DR,PEARL AV,0,1,2,CLARKSTON DR & PEARL AV,40,7200,32,10600,42.3,0,38.7
-121.8902983,37.25937706,2017-12-18T02:04:00.000Z,BRANHAM LN,JARVIS AV,0,1,0,BRANHAM LN & JARVIS AV,30,5400,9,3850,34.5,0,31
-121.9014183,37.25382208,2017-12-17T18:43:00.000Z,BRANHAM LN,DENT AV,0,1,1,176' west of BRANHAM LN & DENT AV,30,5000,5,2350,33,0,29
-121.8191599,37.35614669,2017-12-12T06:43:00.000Z,STORY RD,WHITE RD,0,1,0,STORY RD & WHITE RD,30,2600,25,6150,33.5,0,29.5
-121.8055271,37.24621337,2017-12-08T14:15:00.000Z,BESWICK DR,HERLONG AV,0,1,0,BESWICK DR & HERLONG AV,35,2700,11,7150,39,0,35
-121.847667,37.30796347,2017-12-14T19:13:00.000Z,SENTER RD,TULLY RD,0,1,0,SENTER RD & TULLY RD,30,3900,23,6250,32.5,0,29.5
-121.8715816,37.25390863,2017-11-25T18:56:00.000Z,FOXCHASE DR,SANCHEZ DR,0,1,0,60' south of FOXCHASE DR & SANCHEZ DR,35,1880,1,5550,39,0,35.5
-121.8590535,37.3511407,2017-06-23T19:46:00.000Z,ALUM ROCK AV,THIRTY THIRD ST,0,1,1,ALUM ROCK AV & THIRTY THIRD ST,35,3054,30,29000,41,0,36
-121.8501331,37.36526377,2017-12-08T21:01:00.000Z,JACKSON AV,MCKEE RD,0,1,0,JACKSON AV & MCKEE RD,35,7530,49,15150,38.5,0,35
-121.8628267,37.30526059,2017-12-21T14:58:00.000Z,MONTEREY RD,THE PLANT DW,0,1,0,100' south of MONTEREY RD & THE PLANT DW,35,5970,130,30800,39.7,0,34.7
-121.8186985,37.31480942,2017-12-21T13:45:00.000Z,ALDRICH WY,KING RD,0,1,0,ALDRICH WY & KING RD,35,14500,300,23900,37.8,0,34
-121.779352,37.24123064,2014-07-29T00:46:00.000Z,GREAT OAKS BL,WEST VALLEY FR,1,0,1,51' west of GREAT OAKS BL & WEST VALLEY FR,40,4920,10,11700,41,0,37
-121.9501337,37.31728618,2017-06-25T03:37:00.000Z,JUNIPERO SERRA FR,WINCHESTER BL,0,1,0,JUNIPERO SERRA FR & WINCHESTER BL,35,1990,9,6100,37,0,34
-121.8786421,37.33937863,2017-06-27T15:37:00.000Z,ELEVENTH ST,SAN FERNANDO ST,0,1,0,52' north of ELEVENTH ST & SAN FERNANDO ST,30,14650,183,25700,34.3,0,30.5
-121.8701071,37.31257391,2017-10-31T20:53:00.000Z,MONTEREY RD,SAN JOSE AV,1,0,1,126' north of MONTEREY RD & SAN JOSE AV,25,4830,19,7950,29.5,0,26.5
-121.8843118,37.3450762,2017-06-30T05:29:00.000Z,JULIAN ST,TENTH ST,0,1,0,JULIAN ST & TENTH ST,35,2000,50,15700,36,0,32
-121.7983138,37.32867162,2017-11-07T18:36:00.000Z,NORWOOD AV,WHITE RD,1,1,0,310' north of NORWOOD AV & WHITE RD,35,7640,15,3000,37.5,0,33
-121.8991365,37.33212414,2017-07-04T21:51:00.000Z,DELMAS AV,SANTA CLARA ST,0,2,0,DELMAS AV & SANTA CLARA ST,25,2700,4,1200,27.5,0,24
-121.7057209,37.18398829,2017-07-09T15:15:00.000Z,MONTEREY RD,PALM AV,0,1,0,MONTEREY RD & PALM AV,45,10240,103,39950,47,0,42
-121.7666876,37.29301992,2017-02-20T19:12:00.000Z,HARVEST ESTATES ,SAN FELIPE RD,0,1,0,HARVEST ESTATES  & SAN FELIPE RD,25,3700,1,800,34,1,25
-121.7659172,37.3223535,2017-11-24T20:49:00.000Z,MURILLO AV,ROSE TERRASSE ,1,0,0,MURILLO AV & ROSE TERRASSE ,35,2900,0,1150,39,0,35
-121.8270195,37.35083834,2017-07-17T01:33:00.000Z,CAPITOL EX,STORY RD,0,1,0,CAPITOL EX & STORY RD,35,8200,196,28850,40.5,0,36.5
-121.8283587,37.28835711,2017-10-04T08:56:00.000Z,SENTER RD,SEVEN TREES VILLAGE WY,1,0,0,150' north of SENTER RD & SEVEN TREES VILLAGE WY,30,1850,17,9025,34,0,31
-121.8200668,37.34074263,2017-09-11T23:00:00.000Z,CAPITOL EX,OCALA AV,1,0,0,170' east of CAPITOL EX & OCALA AV,35,3600,26,20000,38,0,34.5
-121.9291581,37.40380312,2017-07-10T08:23:00.000Z,CISCO WY,RIVER OAKS PW,0,1,0,CISCO WY & RIVER OAKS PW,35,7600,8,6500,38,0,32.7
-121.8331432,37.33210535,2017-09-20T22:31:00.000Z,BERMUDA WY,OCALA AV,1,0,1,235' east of BERMUDA WY & OCALA AV,35,5400,38,11050,39.3,0,34.7
-121.8387007,37.36578133,2017-07-08T17:48:00.000Z,CAPITOL AV,MADDEN AV,0,1,0,CAPITOL AV & MADDEN AV,35,3054,30,29000,41,0,36
-121.8660111,37.26564856,2017-07-08T22:41:00.000Z,BRANHAM LN,PEARL AV,0,1,1,BRANHAM LN & PEARL AV,35,3440,8,7900,39,0,37
-121.8341514,37.28393095,2017-10-29T10:21:00.000Z,CAPITOL EX,SEVEN TREES BL,2,1,0,440' south of CAPITOL EX & SEVEN TREES BL,35,9700,139,11850,39.5,0,35.5
-121.772862,37.24677778,2017-07-28T01:41:00.000Z,RUE FERRARI ,SILICON VALLEY BL,0,1,0,107' north of RUE FERRARI  & SILICON VALLEY BL,45,7000,13,4700,48.5,0,43.5
-121.8178509,37.32376011,2017-12-20T08:41:00.000Z,EDGEVIEW DR,QUIMBY RD,1,2,0,EDGEVIEW DR & QUIMBY RD,35,4082,80,17100,39.5,0,35.5
-121.9034836,37.22581281,2017-07-27T08:30:00.000Z,CAMDEN AV,COLEMAN RD,0,1,2,CAMDEN AV & COLEMAN RD,40,10750,27,9900,43,0,39.3
-121.8430176,37.29400023,2017-07-05T16:40:00.000Z,GARDEN AV,LEWIS RD,0,1,0,GARDEN AV & LEWIS RD,30,3900,23,6250,32.5,0,29.5
-121.8858896,37.34719616,2017-12-11T10:54:00.000Z,TENTH ST,WASHINGTON ST,1,0,0,TENTH ST & WASHINGTON ST,35,3700,10,11750,39,0,34.5
-121.8693783,37.36681335,2017-12-21T02:25:00.000Z,KING RD,MABURY RD,1,0,2,51' east of KING RD & MABURY RD,40,6650,32,12400,41.5,0,38
-121.8735851,37.29371094,2017-12-24T16:48:00.000Z,CURTNER AV,GUADALUPE FR,1,0,1,51' west of CURTNER AV & GUADALUPE FR,30,800,8,2250,31,0,28
-121.8431221,37.33990863,2017-07-25T05:14:00.000Z,KING RD,STORY RD,0,1,1,KING RD & STORY RD,35,14500,300,23900,37.8,0,34
-121.8397868,37.36679978,2017-07-30T03:47:00.000Z,CAPITOL AV,GAY AV,0,1,0,CAPITOL AV & GAY AV,35,18700,76,21150,40,0,36
-121.8816373,37.31103015,2017-07-30T14:46:00.000Z,ALMA AV,LICK AV,0,1,0,ALMA AV & LICK AV,30,5000,50,7900,33.3,0,30
-121.763239,37.22207853,2017-08-06T15:18:00.000Z,CHELTENHAM WY,SANTA TERESA BL,0,1,0,195' north of CHELTENHAM WY & SANTA TERESA BL,45,5300,13,11650,48.3,0,43.7
-121.9137458,37.3207576,2017-08-04T18:13:00.000Z,AUZERAIS AV,MERIDIAN AV,0,1,0,AUZERAIS AV & MERIDIAN AV,25,5950,34,5250,28.5,0,24.5
-121.9123321,37.28034273,2017-08-02T16:02:00.000Z,CURTNER AV,MERIDIAN AV,0,1,1,CURTNER AV & MERIDIAN AV,35,7500,37,15350,39.7,0,36.7
-121.9038095,37.24014065,2017-07-28T08:35:00.000Z,CAMDEN AV,KOOSER RD,0,1,2,CAMDEN AV & KOOSER RD,35,5480,16,11550,40,0,36
-121.8990835,37.30564861,2017-08-11T14:51:00.000Z,FINANCIAL SQUARE ,LINCOLN AV,0,1,1,FINANCIAL SQUARE  & LINCOLN AV,30,3775,19,11300,32.5,0,29.5
-121.884204,37.33919716,2017-08-14T11:35:00.000Z,SANTA CLARA ST,SEVENTH ST,0,1,1,SANTA CLARA ST & SEVENTH ST,30,7300,79,12500,34,0,30.5
-121.9397343,37.26515415,2017-09-20T10:24:00.000Z,CALVIN AV,CAMDEN AV,0,1,0,CALVIN AV & CAMDEN AV,25,6973,14,1900,30.7,0,27.3
-121.8916878,37.33766024,2017-10-06T17:09:00.000Z,FIRST ST,ST JOHN ST,0,1,2,FIRST ST & ST JOHN ST,20,3250,33,4300,21.5,0,19.5
-121.8603242,37.27443076,2017-10-09T10:06:00.000Z,CAPITOL EX,NARVAEZ AV,0,1,0,CAPITOL EX & NARVAEZ AV,35,3440,8,7900,39,0,37
-121.8038489,37.23938306,2017-10-09T20:32:00.000Z,COTTLE RD,HOSPITAL PW,0,1,1,COTTLE RD & HOSPITAL PW,40,9385,11,10850,44,0,40
-121.8860416,37.33583663,2017-10-05T08:10:00.000Z,FOURTH ST,SAN FERNANDO ST,0,1,1,FOURTH ST & SAN FERNANDO ST,25,1500,21,6350,26,0,23
-121.8687154,37.31840278,2017-12-29T10:33:00.000Z,ALMA AV,SEVENTH ST,0,1,0,323' south of ALMA AV & SEVENTH ST,30,5000,50,7900,33.3,0,30
-121.9072983,37.32622172,2017-12-05T18:32:00.000Z,CLEAVES AV,PARK AV,0,1,1,99' east of CLEAVES AV & PARK AV,25,920,4,2900,28,0,25
-121.8688984,37.31135782,2017-12-26T10:30:00.000Z,MONTEREY RD,PHELAN AV,0,1,2,MONTEREY RD & PHELAN AV,25,4830,19,7950,29.5,0,26.5
-121.9500184,37.30421721,2017-12-28T21:36:00.000Z,FIRESIDE DR,WINCHESTER BL,0,1,1,200' north of FIRESIDE DR & WINCHESTER BL,25,2430,2,1450,28.5,0,24
-121.7998979,37.25309016,2017-09-22T17:18:00.000Z,ENDICOTT BL,GREAT OAKS BL,0,1,0,3500' north of ENDICOTT BL & GREAT OAKS BL,35,3700,4,5100,38.5,0,34
-121.8403501,37.34177099,2017-10-05T03:01:00.000Z,BAL HARBOR WY,STORY RD,0,1,2,BAL HARBOR WY & STORY RD,35,8200,197,17650,36.3,0,32.5
-121.8610259,37.28044604,2017-10-11T03:03:00.000Z,HILLSDALE AV,MOUNTAIN SPRINGS DR,0,1,0,HILLSDALE AV & MOUNTAIN SPRINGS DR,35,2300,28,12100,39,0,35
-121.9016637,37.30927091,2017-12-03T08:02:00.000Z,EL ABRA WY,LINCOLN AV,0,1,0,50' south of EL ABRA WY & LINCOLN AV,30,3775,19,11300,32.5,0,29.5
-121.8991365,37.33212414,2017-09-27T21:40:00.000Z,DELMAS AV,SANTA CLARA ST,0,1,1,295' west of DELMAS AV & SANTA CLARA ST,25,2700,4,1200,27.5,0,24
