OBJECTID,STREET,ROUTE,START,END_,SPD,DATE,CD,PD,LEN,ACC,VOL,RATE,TYPE,F85th,NEW,LOCAL,MEAN_SPD,BGN_PACE,PRCNT_PACE,Jurisdiction,on_hold,reason_for_on_hold,Comment,F50th,GlobalID,Shape__Length
526,ECHO VALLEY DR,,HILLCREST DR,ELWOOD RD,25,2017-07-27T00:00:00.000Z,10,,3350,1,650,2.21,"2, undivided/divided",29,,0,,21,86,CITY,0,,,26,10d7836d-c91d-4635-a821-a48b5bfb11c9,3320.12270355197
527,EDENVIEW DR,,MONTEREY RD,GREY GHOST AV,25,2017-08-29T00:00:00.000Z,2,,1475,6,2900,6.76,"2, undivided",28,,0,,21,95,CITY,0,,,24,e9e64946-bcb4-4f30-883a-04d2c11da822,1476.86683352974
528,EMPIRE ST,,FIRST ST,TWENTY-FIRST ST,25,2017-08-08T00:00:00.000Z,3,,6740,31,1950,11.37,"2, undivided",28.7,,0,,20,88,CITY,0,,,25,453a4a1c-a433-4501-820b-83d044028fa5,6738.51253219024
529,GOODYEAR ST,,GRAHAM AV,FIRST ST,25,2017-05-04T00:00:00.000Z,3,,550,5,9850,4.45,"4, undivided",29,,0,,21,97,CITY,0,,,27,c1ab7f2a-e8ff-4a8d-b9e4-4aa346f97880,416.12156134564
530,HAMPTON DR,,BOSE LN,ELWOOD RD,25,2017-07-19T00:00:00.000Z,10,,4630,1,1400,0.74,"2, undivided",29,,0,,22,100,CITY,0,,,28,9f8432c5-cbec-4853-8435-e57b248d727f,4946.77660796067
531,HAVANA DR,,MIDFILED AV,KING RD,25,2017-10-04T00:00:00.000Z,7,,1850,6,4250,3.68,"2, undivided",28,,0,,20,87,CITY,0,,,24.5,7d167bc0-87a7-4b93-b0c8-b485ea6ded39,1870.73179871287
532,HILLCREST DR,,ECHO VALLEY DR,BOSE LN,25,2017-07-19T00:00:00.000Z,10,,3860,2,900,2.78,"2, undivided",29,,0,,21,96,CITY,0,,,26,7a78e135-c8d4-42fc-8051-239db339b681,3886.0686136122
533,HOBSON ST,,WEST END,FIRST ST,25,2017-07-19T00:00:00.000Z,3,,1160,1,500,8.31,"2, undivided",28,,0,,19,88,CITY,0,,,23,538c8363-7fbf-422b-85ff-c57c630ec880,1181.04507803496
534,HOPKINS DR,,OCALA AV,STORY RD,25,2017-08-17T00:00:00.000Z,5,,4050,15,4300,4.15,"2, undivided",29,,0,,22,90,CITY,0,,,26,05678238-4ad3-4e9d-a3c9-11cbec02fe8a,4044.15861841155
535,JACKSON ST,,FIRST ST,TWENTY-FIRST ST,25,2017-08-29T00:00:00.000Z,3,,6750,19,3400,3.99,"2, undivided",29,,0,,21,92,CITY,0,,,25.3,69b16282-7d36-4dd9-9c12-0d094a32e3ad,7053.41977304179
536,JACOB AV,,KIRK AV,MERIDIAN AV,25,2017-05-30T00:00:00.000Z,9,T,1210,1,850,4.69,"2, undivided",27,,0,,19,97,CITY,0,,,25,bd096cba-1f40-4dc3-b2b1-81fc303ed6de,1204.12562361409
537,KLEIN RD,,NORWOOD AV,MURILLO AV,25,2017-07-06T00:00:00.000Z,8,,2620,0,900,0,"2, undivided",29,,0,,20,95,CITY,0,,,26.5,35499284-78f1-41fb-8f29-a5f430b8e625,2631.56813992817
538,KOCH LN,,PLUMMER AV,ALMADEN EX,25,2017-08-29T00:00:00.000Z,9,,4365,9,3000,3.31,"2, undivided",29.5,,0,,22,89,CITY,0,,,26.5,89bde25f-6b42-4fc4-9007-48b4d5a6a96b,4434.32007111973
539,LIBERTY ST,,FIRST ST,STATE ST,25,2017-06-30T00:00:00.000Z,4,,460,0,1200,0,"2, undivided",26,,0,,17,85,CITY,0,,,22,cc5821ca-eb75-4ce0-8247-a7cc61c53676,448.368835646012
540,McABEE RD,,LEYLAND PARK DR,CAMDEN AV,25,2017-06-02T00:00:00.000Z,10,A,1550,1,3100,1,"2, undivided",29,,0,,21,93,CITY,0,,,27,c13caefc-0ccc-4ccf-9053-054e4d4739c4,1534.86551155718
541,MONTGOMERY ST,,ST JOHN ST,JULIAN ST,25,2017-07-27T00:00:00.000Z,3,E,850,1,2200,2.58,"2, undivided",29,,0,,21,89,CITY,0,,,25,03d89e0a-e7a7-47d2-a6ae-ba63b8129252,856.332255558471
542,NEW JERSEY AV,,CAMDEN AV,DRY CREEK RD,25,2017-10-05T00:00:00.000Z,9,,6973,14,1900,5.1,"2, undivided",30.7,,0,,23,88,CITY,0,,,27.3,62093ecd-ad19-4033-a451-ac9df83d4e90,6991.60417091626
543,NORVAL WY,,COTTLE AV,LINCOLN AV,25,2017-07-13T00:00:00.000Z,6,,1850,0,350,0,"2, undivided",24.5,,0,,18,96,CITY,0,,,21.5,7530cfad-f004-4063-8fdb-5f8bfcc9a458,1860.99292775081
544,PEDRO ST,,RACE ST,LINCOLN AV,25,2017-07-27T00:00:00.000Z,6,,1875,4,5300,1.94,"2, undivided",27,,0,,20,92,CITY,0,,,25,85001b42-c007-46dc-9a7b-a37897d0a318,1881.84183068146
545,PINE AV (SCHOOL ZONE),,BIRD AV,ARBOR DR,15,2017-07-11T00:00:00.000Z,6,ST,630,0,1518,0,"2, undivided",,,0,,,,CITY,0,,,,ecced644-0ead-4dae-b7d2-1de82fe1e747,614.794737782144
546,PREVOST ST,,MINNESOTA AV,VIRGINIA ST,25,2017-08-08T00:00:00.000Z,6,,1645,2,750,7.82,"2, undivided",26,,0,,18,92,CITY,0,,,23,23f0cdd2-5c40-450d-9970-4b1698d337cf,1647.44537838202
547,PURPLE HILLS DR,,SAN ANSELMO WY,SANTA TERESA BL,25,2017-05-30T00:00:00.000Z,2,,2290,0,500,0,"2, undivided",28,,0,,20,90,CITY,0,,,24.5,c3103eb1-75b8-4ba9-adde-ab11f2b71308,2316.08611033041
548,SAN CARLOS ST,,MARKET ST,FOURTH ST,25,2017-07-24T00:00:00.000Z,3,E,1500,21,6350,10.63,"2-4, divided",26,,0,,19,95,CITY,0,,,23,da0c2a9c-c558-4940-9ba6-a7fe2d9daf9b,1510.60308737932
549,SAN CARLOS ST,,TENTH ST,SEVENTEENTH ST,25,2017-08-10T00:00:00.000Z,3,E,2260,10,2700,7.9,"2, undivided/divided",27.5,,0,,19,87,CITY,0,,,23.5,400b92dc-2e02-41a5-a384-de36df98efd6,2260.13743328276
550,SAN PEDRO ST,,MISSION ST,YOUNGER AV,25,2017-08-09T00:00:00.000Z,3,,1930,7,6900,2.53,"2, undivided",28,,0,,20,87,CITY,0,,,24.5,d2c57110-1f54-4b29-8065-1ef37ab19d7b,1933.27348080832
551,SECOND ST,,JACKSON ST,TAYLOR ST,25,2017-08-17T00:00:00.000Z,3,EV,914,4,2950,7.15,"2, undivided",29,,0,,21,91,CITY,0,,,26,d6a5b9d2-c556-4c45-af00-2b778f8cf98f,907.575095733617
552,SPRECKLES AV,,GRAND BL,STATE ST,25,2017-07-13T00:00:00.000Z,4,,1250,0,1250,0,"2, undivided",29,,0,,20,86,CITY,0,,,25,b50c953b-720a-4110-96f3-8a550a8afc8b,881.380250604914
553,STATE ST,,LIBERTY ST,SPRECKLES AV,25,2017-07-19T00:00:00.000Z,4,,3120,1,1300,1.19,"2, undivided",28,,0,,20,83,CITY,0,,,24.5,8289213e-58b1-4de2-aaf6-e78399214277,3127.3577163168
554,TUERS RD,,YERBA BUENA RD,CAPITOL EX,25,2017-07-13T00:00:00.000Z,7,,3615,6,1100,7.28,"2, undivided",29,,0,,21,86,CITY,0,,,25.5,7b7e6181-fcbf-4488-abc8-4ea4eb7bbb30,3594.29297739768
555,TWENTY-FIRST ST,,JUIAN ST,BAYSHORE RD WEST,25,2017-08-17T00:00:00.000Z,3,V,4980,7,4500,1.51,"2, undivided",29.5,,0,,23,95,CITY,0,,,28,483573a8-aade-4d44-bb28-17d2e4e019e8,4997.93067802031
556,WILLOW GLEN WY,,LINCOLN AV,OLD ALMADEN RD,25,2017-08-17T00:00:00.000Z,6,,4800,11,850,13,"2, undivided",28.5,,0,,20,89,CITY,0,,,24.5,3342d6d2-99fd-423a-8666-2d09e5735e7c,4843.96995942328
557,WILLOW GLEN WY (SCHOOL ZONE),,BIRD AV,ARBOR DR,15,2017-06-29T00:00:00.000Z,6,,805,0,2342,0,"2, undivided",,,0,,,,CITY,0,,,,69c54a1c-894a-4303-a5d9-ab4a9f81ac38,811.776863921945
558,YOUNGER AV,,SAN PEDRO ST,FOURTH ST,25,2017-08-01T00:00:00.000Z,3,,1865,1,1600,1.62,"2, undivided/divided",25,,0,,18,94,CITY,0,,,22,295c58a0-ebcf-47eb-ba17-ea21844f35e5,1853.43890368098
559,SAN IGNACIO AV,,HEATON MOOR DR,SANTA TERESA BL,25,2017-10-13T00:00:00.000Z,2,Y,3362,4,2550,2.25,"2, undivided",29,,0,,22,95,CITY,0,,,26,1655d934-7c64-4f36-acd5-8d054dece12f,3252.98583048938
560,MINNESOTA AV,,ALMA AV,PREVOST ST,25,2017-10-13T00:00:00.000Z,6,,2700,2,1300,2.75,"2, undivided",29.5,,0,,22,88,CITY,0,,,25.5,c7b24c24-df29-41dc-8740-16e3f252b0e2,2749.21983184165
561,ALUM ROCK AV,,CAPITOL AV,MANNING AV,35,2018-03-16T00:00:00.000Z,5,W,3054,30,29000,1.63,"4, divided",41,,0,,32,79,CITY,0,,,36,5e22d7fe-3274-4a5a-ac1e-063e60016268,3053.41087208608
562,ADRIAN WY,,OCALA AV,STORY RD,30,2018-03-06T00:00:00.000Z,5,,4040,15,4560,3.93,"2, undivided",34,,0,,25,81,CITY,0,,,29,ff9b144f-9a92-4077-be5d-32a0ab5646dd,4047.82919535307
563,TAYLOR ST,,GOLD ST,FIRST ST,25,2017-09-15T00:00:00.000Z,4,,330,1,5100,2.87,"2, undivided",24,,0,,17,95,CITY,0,,,21,8e7dac17-27b3-4449-88a7-5c74a202b366,391.395874818414
564,WILLIAMS RD,,WINCHESTER BL,GENEVIEVE LN,25,2017-10-04T00:00:00.000Z,1,N,2430,2,1450,2.74,"2, undivided",28.5,*,0,,21,86,CITY,0,,,24,cfb0a818-5db6-4731-b4ab-e29d251ea27f,2216.55432466984
565,SANCHEZ DR,,BLOSSOM HILL RD,NORTH END,35,2017-10-13T00:00:00.000Z,9,,1880,1,5550,0.46,"2, undivided",39,,0,,31,82,CITY,0,,,35.5,7276b7a0-7079-4876-878a-14823306aa35,1809.09149674861
566,SADDLEBROOK DR,,80' W/O FRONTIER TRAIL DR,EDENVALE AV,25,2017-10-13T00:00:00.000Z,2,,870,1,3450,1.61,"2, undivided",29.5,,0,,23,91,CITY,0,,,26.5,b7b03ff5-4323-49a8-945d-d45bab1bbc02,797.062527787787
567,MURILLO AV,,RUBY AV,KLEIN RD,30,2017-10-23T00:00:00.000Z,8,,1065,0,1800,0,"2, 4, undivided/divided",34,,0,,26,87,CITY,0,,,31,02b15c51-0c92-4a65-9d58-e633a6d09a3f,1055.71522568837
568,MURILLO AV,,QUIMBY RD,NORWOOD AV,35,2017-10-23T00:00:00.000Z,8,,2900,0,1150,0,"2, undivided",39,,0,,31,81,CITY,0,,,35,66f2c6f6-07cb-44ed-873d-4a813dfc0217,2910.1568223737
569,GURDWARA AV,,ABORN RD,QUIMBY RD,35,2018-03-16T00:00:00.000Z,8,,4050,9,2700,3.97,"4, divided",39,,0,,31,81,CITY,0,,,35.5,c2323417-4185-4ccb-9343-ade7b7f9b70d,4098.76913796506
570,CAMPBELL AV,,LEIGH AV,MERIDIAN AV,25,2018-03-16T00:00:00.000Z,6,,2690,5,1350,6.64,"2, undivided",31.7,,0,,23,82,CITY,0,,,27.7,1a37d4d1-6189-4c6a-8221-9164210262b6,2660.42942066146
571,PHELAN AV,,MONTEREY RD,BEVIN BROOK DR,25,2018-03-16T00:00:00.000Z,7,,4830,19,7950,2.39,"2, 4, undivided",29.5,,0,,21,90,CITY,0,,,26.5,aca9fafb-37be-4b2a-8266-95c0161327b2,4798.62904474118
572,RALEIGH RD,,COTTLE RD,VIA DEL ORO,30,2018-03-16T00:00:00.000Z,2,,5580,7,3850,1.57,"2, 4, undivided/divided",36,,0,,27,88,CITY,0,,,31.8,eabc8fb3-35bc-4bbb-90ec-5fbbb8da0048,5662.95317832943
573,SIERRA RD,,300' E/O HAZLETT WY,ARAUJO ST,25,2018-03-16T00:00:00.000Z,4,,1690,1,2250,1.27,"2, undivided",31.5,,0,,23,96,CITY,0,,,27.5,cda4e201-2fab-4220-b9ef-2f738f3a192f,1409.76732746189
574,WILLOW ST,,LINCOLN AV,120' E/O MINNESOTA AV,30,2018-03-16T00:00:00.000Z,6,S,3775,19,11300,2.15,"2, undivided/divided",32.5,,0,,25,89,CITY,0,,,29.5,9cae8b1a-1c30-47f2-8c47-603fa29f27f5,3911.18561766829
575,BASCOM AV,,SHELLEY AV,CURTNER AV,40,2018-03-14T00:00:00.000Z,9,,4051,17,20100,1.01,"6, divided",44.5,,0,,36,87,CITY,0,,,39.5,1b9b5e17-a484-48b5-8b5e-c2aae4f02a85,4024.68160533419
576,LINCOLN AV,,SAN CARLOS ST,PARK AV,25,2018-07-31T00:00:00.000Z,6,,920,4,2900,7.23,"2, undivided",28,,0,,20,93,CITY,0,,,25,4886efc6-434e-45c3-8eed-5594ca0043f8,923.306563180777
577,AIRPORT BL,,SKYPORT DR,TERMINAL DR,35,2018-12-07T00:00:00.000Z,3,,4200,7,16000,0.5,"2, 6, undivided",39,,0,,31,89,CITY,0,,,36,14e23c33-fc6d-45e9-8ec2-64c84edf3a37,4159.02378754214
578,BIRD AV,,SAN CARLOS ST,PARK AV,35,2007-04-27T00:00:00.000Z,3,,700,0,5000,0,g/4,36.5, ,0,32.100000,14.5,0,CITY,0,,,,74335bbf-105d-452b-95cc-40a0bb696e95,674.388430413445
579,GREAT OAKS PW/BL,,SR-85,COTTLE RD,40,2019-02-06T00:00:00.000Z,2,,9385,11,10850,0.52,"4, divided",44,,0,,36,81,CITY,0,,,40,e75e14ec-684b-46bf-ac13-fc352ed04fed,8868.81079183933
580,LEAN AV,,CURIE DR,SANTA TERESA BL,25,2019-02-06T00:00:00.000Z,2,,2560,5,2200,4.28,"2, undivided",29.5,,0,,23,90,CITY,0,,,27,d0630095-1a77-46b0-b74a-a9906c84de4d,2562.54052757457
